reporting_entity_name_in_network_files,provider_group_id,provider_group_id_type,sub_npi,negotiation_arrangement,billing_code,billing_code_type,billing_code_name,billing_code_modifier,negotiated_type,negotiated_rate,billing_class,provider_name,provider_city,provider_state,provider_zip_code
MultiPlan Inc.,1629071758,npi,1629071758,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,3432.49,institutional,Platte Valley Medical Center,Brighton,CO,80601
MultiPlan Inc.,1629075734,npi,1629075734,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1762.14,professional,Charlotte Hungerford Hospital,Torrington,CT,6790
MultiPlan Inc.,1629138029,npi,1629138029,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,12682.88,institutional,Texas Health Hospital Rockwall,Rockwall,TX,75032
MultiPlan Inc.,1629143037,npi,1629143037,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,2125,professional,Schneck Medical Center Physicians,Seymour,IN,47274
MultiPlan Inc.,1629175997,npi,1629175997,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1112.37,professional,Upper Chesapeake Surgical Associates,Havre De Grace,MD,21078
MultiPlan Inc.,1629209952,npi,1629209952,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1376,professional,Michael A Berry,Columbus,MS,39705
MultiPlan Inc.,1629290929,npi,1629290929,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,985.74,professional,Huguley Medical Associates,Burleson,TX,76028
Blue Cross and Blue Shield of Texas,1629297619,npi,1629297619,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,207.25,professional,Leon Daily,Houston,TX,77054
Blue Cross and Blue Shield of Texas,1629297619,npi,1629297619,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,632.36,professional,Leon Daily,Houston,TX,77054
MultiPlan Inc.,1629316328,npi,1629316328,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,743.93,professional,Dunamis Surgical Centers,El Paso,TX,79924
MultiPlan Inc.,1629352489,npi,1629352489,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,AS,derived,51.24,professional,North Memorial Health Care,Robbinsdale,MN,55422
MultiPlan Inc.,1629422480,npi,1629422480,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,AS,derived,184.5,professional,Emh Regional Medical Center,Elyria,OH,44035
MultiPlan Inc.,1629565775,npi,1629565775,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,232.86,professional,Essie Yates,Fort Lauderdale,FL,33301
MultiPlan Inc.,1639111057,npi,1639111057,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,12379.92,institutional,Trinity Health Saint Marys Grand Rapids,Grand Rapids,MI,49503
UnitedHealthcare Insurance Company,1639121544,npi,1639121544,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,218.97,professional,Jack Bukowski,Boston,MA,2115
UnitedHealthcare Insurance Company,1639121544,npi,1639121544,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,925.79,professional,Jack Bukowski,Boston,MA,2115
UnitedHealthcare Insurance Company,1639121544,npi,1639121544,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,1521.16,professional,Jack Bukowski,Boston,MA,2115
UnitedHealthcare Insurance Company,1639121544,npi,1639121544,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,1882.02,professional,Jack Bukowski,Boston,MA,2115
UnitedHealthcare Insurance Company,1639121544,npi,1639121544,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,2590.26,professional,Jack Bukowski,Boston,MA,2115
MultiPlan Inc.,1639158488,npi,1639158488,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,2380.5,professional,Upmc Altoona,Altoona,PA,16602
MultiPlan Inc.,1639174204,npi,1639174204,ffs,785,MS-DRG,CESAREAN SECTION WITH STERILIZATION WITHOUT CC MCC,,derived,5000,institutional,Wilson Memorial Hospital,Sidney,OH,45365
MultiPlan Inc.,1639376585,npi,1639376585,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1042.11,professional,Healthone Clinic Servicessurgical Specialties,Denver,CO,80218
MultiPlan Inc.,1649201377,npi,1649201377,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,882.86,professional,Borys A Mascarenhas,Tavares,FL,32778
MultiPlan Inc.,1649217514,npi,1649217514,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,2544.9,professional,Cooper Surgical Associates,Camden,NJ,8103
MultiPlan Inc.,1649226515,npi,1649226515,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1266.81,professional,Virtua Medical Group,Marlton,NJ,8053
MultiPlan Inc.,1649228966,npi,1649228966,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1056.8,professional,Centra Medical Group,Lynchburg,VA,24501
MultiPlan Inc.,1649232984,npi,1649232984,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,852.89,professional,Regional Employee Assistance Program,Corsicana,TX,75110
UnitedHealthcare Insurance Company,1649245218,npi,1649245218,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,237.84,professional,James Ballard,Montgomery,AL,36117
UnitedHealthcare Insurance Company,1649245218,npi,1649245218,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,670.81,professional,James Ballard,Montgomery,AL,36117
UnitedHealthcare Insurance Company,1649245218,npi,1649245218,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,895.47,professional,James Ballard,Montgomery,AL,36117
UnitedHealthcare Insurance Company,1649245218,npi,1649245218,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,1171.44,professional,James Ballard,Montgomery,AL,36117
UnitedHealthcare Insurance Company,1649245218,npi,1649245218,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,1196.32,professional,James Ballard,Montgomery,AL,36117
MultiPlan Inc.,1649248626,npi,1649248626,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,derived,21414.93,institutional,Wellstar Kennestone Hospital,Marietta,GA,30060
Blue Cross and Blue Shield of Texas,1649259235,npi,1649259235,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,296.76,professional,Stephen Pritchard,Rockport,TX,78382
Blue Cross and Blue Shield of Texas,1649259235,npi,1649259235,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,905.46,professional,Stephen Pritchard,Rockport,TX,78382
Blue Cross and Blue Shield of Texas,1649259235,npi,1649259235,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1266.32,professional,Stephen Pritchard,Rockport,TX,78382
MultiPlan Inc.,1649259656,npi,1649259656,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,2140.43,institutional,The University Of Kansas Hospital,Kansas City,KS,66160
MultiPlan Inc.,1649259656,npi,1649259656,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,derived,6540.24,institutional,The University Of Kansas Hospital,Kansas City,KS,66160
MultiPlan Inc.,1649265679,npi,1649265679,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1625,professional,Bristol Health,Bristol,CT,6010
MultiPlan Inc.,1649267618,npi,1649267618,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,1487.09,professional,Roswell Clinic,Roswell,NM,88201
BCBSMI,1649298993,npi,1649298993,ffs,36522,HCPCS,Photopheresis,,fee schedule,138.46,professional,Theodore Parsons,Detroit,MI,48202
BCBSMI,1649298993,npi,1649298993,ffs,47562,HCPCS,Laparoscopic Cholecystectomy,,fee schedule,164.36,professional,Theodore Parsons,Detroit,MI,48202
BCBSMI,1649298993,npi,1649298993,ffs,15777,HCPCS,Acellular Derm Matrix Implt,,fee schedule,620.4,professional,Theodore Parsons,Detroit,MI,48202
BCBSMI,1649298993,npi,1649298993,ffs,33249,HCPCS,Nsert Pace-Defib W//Lead,,fee schedule,829.93,professional,Theodore Parsons,Detroit,MI,48202
BCBSMI,1649298993,npi,1649298993,ffs,77373,CPT,Sbrt Delivery,,fee schedule,1176.2,professional,Theodore Parsons,Detroit,MI,48202
BCBSMI,1649298993,npi,1649298993,ffs,77373,HCPCS,Sbrt Delivery,,fee schedule,1470.25,professional,Theodore Parsons,Detroit,MI,48202
MultiPlan Inc.,1649349804,npi,1649349804,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1827.5,professional,Mercy Clinic Children's Surgery,St. Louis,MO,63141
MultiPlan Inc.,1649437765,npi,1649437765,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1925,professional,Lawnwood Healthcare Specialists,Vero Beach,FL,32960
MultiPlan Inc.,1649499740,npi,1649499740,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1646.64,professional,Lakeland Surgical Clinic,Jackson,MS,39216
MultiPlan Inc.,1649534843,npi,1649534843,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,25075,institutional,Surgery Center Of Wasilla,Wasilla,AK,99654
MultiPlan Inc.,1649572272,npi,1649572272,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1033.71,professional,Todd A Moffatt Surgery,Waco,TX,76712
MultiPlan Inc.,1649865791,npi,1649865791,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,3372.7,professional,Novant Health Medical Group Coastal Region,Wilmington,NC,28401
MultiPlan Inc.,1659302115,npi,1659302115,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,831.01,professional,Grady Memorial Hospital,Chickasha,OK,73018
MultiPlan Inc.,1659329852,npi,1659329852,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,505.17,professional,North Okaloosa Physician Group,Crestview,FL,32539
MultiPlan Inc.,1659359446,npi,1659359446,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,derived,11946.46,institutional,Scripps Mercy Hospital San Diego,San Diego,CA,92103
MultiPlan Inc.,1659360196,npi,1659360196,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,7775.18,institutional,St Catherine Hospital,Garden City,KS,67846
BCBSMI,1659391597,npi,1659391597,ffs,36522,HCPCS,Photopheresis,,fee schedule,86.54,professional,Eve Kerr,Ann Arbor,MI,48109
BCBSMI,1659391597,npi,1659391597,ffs,15777,HCPCS,Acellular Derm Matrix Implt,,fee schedule,620.4,professional,Eve Kerr,Ann Arbor,MI,48109
BCBSMI,1659391597,npi,1659391597,ffs,33249,HCPCS,Nsert Pace-Defib W//Lead,,fee schedule,829.93,professional,Eve Kerr,Ann Arbor,MI,48109
BCBSMI,1659391597,npi,1659391597,ffs,47562,HCPCS,Laparoscopic Cholecystectomy,,fee schedule,966.8,professional,Eve Kerr,Ann Arbor,MI,48109
BCBSMI,1659391597,npi,1659391597,ffs,77373,HCPCS,Sbrt Delivery,,fee schedule,1470.25,professional,Eve Kerr,Ann Arbor,MI,48109
MultiPlan Inc.,1659417467,npi,1659417467,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1288.14,professional,Tenet Florida Physician Services,Coral Gables,FL,33134
MultiPlan Inc.,1659439834,npi,1659439834,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,derived,64113.19,institutional,Sutter Bay Hospitals,San Francisco,CA,94117
MultiPlan Inc.,1659540524,npi,1659540524,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1925,professional,Ocala Health Surgical Group,Ocala,FL,34474
MultiPlan Inc.,1659661544,npi,1659661544,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1171.61,professional,Tricounty Surgical Specialists,North Charleston,SC,29406
MultiPlan Inc.,1659710796,npi,1659710796,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1133.47,professional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
MultiPlan Inc.,1659787653,npi,1659787653,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,AS,derived,97.58,professional,Symphony Medical,Dobbs Ferry,NY,10522
MultiPlan Inc.,1659861060,npi,1659861060,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1240,professional,Lourdes Hospital,Pasco,WA,99301
MultiPlan Inc.,1669075610,npi,1669075610,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,815.69,professional,Hhc Physician Services,Branford,CT,6405
MultiPlan Inc.,1669411856,npi,1669411856,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,704.86,professional,South Shore Medical Center Norwell,Norwell,MA,2061
MultiPlan Inc.,1669423380,npi,1669423380,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1118.79,professional,Mainegeneral Medical Center Alfond Center For Health,Augusta,ME,4330
MultiPlan Inc.,1669429577,npi,1669429577,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1582.5,professional,Orlando Health Orlando Regional Medical Center,Orlando,FL,32806
MultiPlan Inc.,1669429577,npi,1669429577,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,2065.7,professional,Orlando Health Orlando Regional Medical Center,Orlando,FL,32806
BCBSMI,1669433678,npi,1669433678,ffs,36522,HCPCS,Photopheresis,,fee schedule,138.46,professional,Joel Seidman,Bloomfield Hills,MI,48301
BCBSMI,1669433678,npi,1669433678,ffs,15777,HCPCS,Acellular Derm Matrix Implt,,fee schedule,620.4,professional,Joel Seidman,Bloomfield Hills,MI,48301
BCBSMI,1669433678,npi,1669433678,ffs,77373,CPT,Sbrt Delivery,,fee schedule,1176.2,professional,Joel Seidman,Bloomfield Hills,MI,48301
BCBSMI,1669433678,npi,1669433678,ffs,77373,HCPCS,Sbrt Delivery,,fee schedule,1470.25,professional,Joel Seidman,Bloomfield Hills,MI,48301
MultiPlan Inc.,1669466561,npi,1669466561,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,51228.1,institutional,Uconn John Dempsey Hospital,Farmington,CT,6030
MultiPlan Inc.,1669557179,npi,1669557179,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1033.71,professional,St Joseph Regional Health Center,Bryan,TX,77802
MultiPlan Inc.,1669563037,npi,1669563037,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,697.31,professional,Lehigh Valley Hospital Pocono,E Stroudsburg,PA,18301
MultiPlan Inc.,1669564662,npi,1669564662,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,derived,123594.04,institutional,Sarah Bush Lincoln Health Center,Mattoon,IL,61938
MultiPlan Inc.,1669628475,npi,1669628475,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1115.32,professional,Kari Frano Do,Cleburne,TX,76033
MultiPlan Inc.,1669719688,npi,1669719688,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1843.2,professional,Wenatchee Valley Hospital,Wenatchee,WA,98801
MultiPlan Inc.,1669747085,npi,1669747085,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,AS,derived,21.97,professional,United Memorial Medical Center,Batavia,NY,14020
MultiPlan Inc.,1669767687,npi,1669767687,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1291,professional,St Mary's Medical Group,Athens,GA,30606
MultiPlan Inc.,1679508659,npi,1679508659,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,926,professional,West Michigan Surgical Specialists,Wyoming,MI,49509
MultiPlan Inc.,1679517023,npi,1679517023,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,589.6,professional,Freeman Health System Physicians,Joplin,MO,64804
MultiPlan Inc.,1679517023,npi,1679517023,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1227.49,professional,Freeman Health System Physicians,Joplin,MO,64804
MultiPlan Inc.,1679525919,npi,1679525919,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,3150,professional,Cleveland Clinic Main Campus,Cleveland,OH,44195
Blue Cross and Blue Shield of Texas,1679559306,npi,1679559306,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,207.25,professional,George Griffin,Houston,TX,77015
Blue Cross and Blue Shield of Texas,1679559306,npi,1679559306,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,632.36,professional,George Griffin,Houston,TX,77015
Blue Cross and Blue Shield of Texas,1679559306,npi,1679559306,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,884.38,professional,George Griffin,Houston,TX,77015
MultiPlan Inc.,1679587679,npi,1679587679,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,957.16,professional,Nyc Health And Hospitals North Central Bronx,Bronx,NY,10461
MultiPlan Inc.,1679599088,npi,1679599088,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1377.27,professional,Harbin Clinic,Adairsville,GA,30103
MultiPlan Inc.,1679616296,npi,1679616296,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,53,derived,205.55,professional,Indiana Surgical Associates,Hobart,IN,46342
MultiPlan Inc.,1679679146,npi,1679679146,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,6054.85,institutional,Saint Joseph Mount Sterling,Mount Sterling,KY,40353
MultiPlan Inc.,1679719801,npi,1679719801,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,360.84,professional,Wise Clinical Care Associates,Bridgeport,TX,76426
Anthem Blue Cross California,1679816201,npi,1679816201,bundle,15777,HCPCS,"IMPLANTATION OF BIOLOGIC IMPLANT (EG, ACELLULAR DERMAL MATRIX) FOR SOFT TISSUE REINFORCEMENT (IE, BREAST, TRUNK) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE);",,percentage,60.07,institutional,Temecula Valley Hospital,Temecula,CA,92592
Anthem Blue Cross California,1679816201,npi,1679816201,bundle,33249,HCPCS,"INSERTION OR REPLACEMENT OF PERMANENT IMPLANTABLE DEFIBRILLATOR SYSTEM, WITH TRANSVENOUS LEAD(S), SINGLE OR DUAL CHAMBER",,percentage,60.07,institutional,Temecula Valley Hospital,Temecula,CA,92592
Anthem Blue Cross California,1679816201,npi,1679816201,bundle,36522,HCPCS,"PHOTOPHERESIS, EXTRACORPOREAL",,percentage,60.07,institutional,Temecula Valley Hospital,Temecula,CA,92592
Anthem Blue Cross California,1679816201,npi,1679816201,bundle,47562,HCPCS,"LAPAROSCOPY, SURGICAL; CHOLECYSTECTOMY",,percentage,60.07,institutional,Temecula Valley Hospital,Temecula,CA,92592
MultiPlan Inc.,1689107328,npi,1689107328,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,12298.65,institutional,Upmc Carlisle,Carlisle,PA,17015
MultiPlan Inc.,1689201766,npi,1689201766,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1294,professional,Athenslimestone Hospital,Athens,AL,35611
MultiPlan Inc.,1689612954,npi,1689612954,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,364,professional,Swedish Health Services,Seattle,WA,98104
MultiPlan Inc.,1689612954,npi,1689612954,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,22,derived,1875.9,professional,Swedish Health Services,Seattle,WA,98104
MultiPlan Inc.,1689635138,npi,1689635138,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,6983.91,institutional,Salina Regional Health Center,Salina,KS,67401
MultiPlan Inc.,1689653487,npi,1689653487,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,853.17,professional,Central Maine Medical Center,Lewiston,ME,4240
MultiPlan Inc.,1689722340,npi,1689722340,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,971.9,professional,Crescent City Physicians,New Orleans,LA,70115
MultiPlan Inc.,1689747552,npi,1689747552,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,8602,institutional,University Of New Mexico Hospital,Albuquerque,NM,87106
MultiPlan Inc.,1689772592,npi,1689772592,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,derived,60674.19,institutional,Ucsf Medical Center At Mount Zion,San Francisco,CA,94115
MultiPlan Inc.,1689778185,npi,1689778185,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,673.56,professional,Surgical Associates Of Central Florida,Winter Park,FL,32789
MultiPlan Inc.,1689835415,npi,1689835415,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,AS,derived,103.89,professional,Blanchard Valley Hospital,Findlay,OH,45840
MultiPlan Inc.,1689897787,npi,1689897787,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1118.62,professional,Kingman Healthcare,Kingman,AZ,86409
MultiPlan Inc.,1699012450,npi,1699012450,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,892.82,professional,Hussein Mazloum,Flint,MI,48532
MultiPlan Inc.,1699062349,npi,1699062349,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,813.92,professional,Specialty Associates Of West Houston,Houston,TX,77004
MultiPlan Inc.,1699290510,npi,1699290510,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,889,professional,Piedmont Specialty Hospital Billing,Jasper,GA,30143
MultiPlan Inc.,1699710194,npi,1699710194,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,569.46,professional,Blount Memorial Physicians Group,Maryville,TN,37804
MultiPlan Inc.,1699728063,npi,1699728063,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1093.89,professional,Inpatient Surgical Consultants,Rockville,MD,20850
MultiPlan Inc.,1699734665,npi,1699734665,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,21253.6,institutional,Penn State Health St Joseph Medical Center Main Campus,Reading,PA,19605
BCBSMI,1699757831,npi,1699757831,ffs,36522,HCPCS,Photopheresis,,fee schedule,138.46,professional,Edward Lean,Kalamazoo,MI,49007
BCBSMI,1699757831,npi,1699757831,ffs,15777,HCPCS,Acellular Derm Matrix Implt,,fee schedule,620.4,professional,Edward Lean,Kalamazoo,MI,49007
BCBSMI,1699757831,npi,1699757831,ffs,33249,HCPCS,Nsert Pace-Defib W//Lead,,fee schedule,829.93,professional,Edward Lean,Kalamazoo,MI,49007
BCBSMI,1699757831,npi,1699757831,ffs,47562,HCPCS,Laparoscopic Cholecystectomy,,fee schedule,966.8,professional,Edward Lean,Kalamazoo,MI,49007
BCBSMI,1699757831,npi,1699757831,ffs,77373,CPT,Sbrt Delivery,,fee schedule,1176.2,professional,Edward Lean,Kalamazoo,MI,49007
BCBSMI,1699757831,npi,1699757831,ffs,77373,HCPCS,Sbrt Delivery,,fee schedule,1470.25,professional,Edward Lean,Kalamazoo,MI,49007
MultiPlan Inc.,1699791343,npi,1699791343,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1289.41,professional,Adventist Health System Georgia,Calhoun,GA,30701
MultiPlan Inc.,1699792432,npi,1699792432,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,631.68,professional,Hope Bariatrics,Sewickley,PA,15143
Blue Cross and Blue Shield of Texas,1699831586,npi,1699831586,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,217.87,professional,Mary Fragile,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,1699831586,npi,1699831586,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,664.75,professional,Mary Fragile,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,1699831586,npi,1699831586,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,929.68,professional,Mary Fragile,Victoria,TX,77901
MultiPlan Inc.,1699863936,npi,1699863936,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,2742.23,professional,Bethesda Health Physician Group,Boynton Beach,FL,33435
MultiPlan Inc.,1699950253,npi,1699950253,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,755.43,professional,Center For Minimally Invasive Surgery Pllc,Tacoma,WA,98405
MultiPlan Inc.,1699979732,npi,1699979732,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1866.4,professional,Carolinas Medical Center,Charlotte,NC,28204
MultiPlan Inc.,1700024213,npi,1700024213,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,643.45,professional,Western Reserve Hospital,Cuyahoga Falls,OH,44223
MultiPlan Inc.,1700028982,npi,1700028982,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,2103.75,professional,Mooresville Ppm,Mooresville,NC,28117
MultiPlan Inc.,1700066180,npi,1700066180,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,232.86,professional,Becker,Boca Raton,FL,33431
MultiPlan Inc.,1700145406,npi,1700145406,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,838.01,professional,Lancaster General Medical Group,Lancaster,PA,17601
MultiPlan Inc.,1700260296,npi,1700260296,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEME,,derived,417.81,professional,Anne Peled,San Francisco,CA,94115
MultiPlan Inc.,1700276185,npi,1700276185,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,derived,1530.32,professional,Anmed Health,Anderson,SC,29621
MultiPlan Inc.,1700408093,npi,1700408093,ffs,33249,CPT,INSJ RPLCMT PERM DFB W TRNSVNS LDS 1 DUAL CHM,,derived,1317.01,professional,Mercy Health Physicians Kentucky Specialty Care,Paducah,KY,42003
